Date,Close
2015-05-29,162.04
2015-06-01,162.55
2015-06-02,162.04
2015-06-03,162.30
2015-06-04,160.83
2015-06-05,159.89
2015-06-08,157.93
2015-06-09,158.25
2015-06-10,161.35
2015-06-11,161.21
2015-06-12,159.50
2015-06-15,158.81
2015-06-16,159.36
2015-06-17,159.67
2015-06-18,160.71
2015-06-19,159.50
2015-06-22,160.21
2015-06-23,161.06
2015-06-24,159.48
2015-06-25,158.63
2015-06-26,158.04
2015-06-29,155.66
2015-06-30,155.37
2015-07-01,157.11
2015-07-02,157.69
2015-07-06,157.34
2015-07-07,157.60
2015-07-08,155.84
2015-07-09,156.50
2015-07-10,159.46
2015-07-13,161.79
2015-07-14,161.05
2015-07-15,160.97
2015-07-16,163.33
2015-07-17,164.78
2015-07-20,165.45
2015-07-21,155.76
2015-07-22,153.16
2015-07-23,154.48
2015-07-24,152.59
2015-07-27,151.94
2015-07-28,152.87
2015-07-29,153.87
2015-07-30,153.74
2015-07-31,154.73
2015-08-03,151.59
2015-08-04,150.53
2015-08-05,150.82
2015-08-06,149.31
2015-08-07,148.17
2015-08-10,149.72
2015-08-11,148.54
2015-08-12,149.16
2015-08-13,148.12
2015-08-14,148.77
2015-08-17,149.30
2015-08-18,149.02
2015-08-19,147.04
2015-08-20,145.82
2015-08-21,142.18
2015-08-24,137.04
2015-08-25,134.64
2015-08-26,140.12
2015-08-27,141.88
2015-08-28,141.35
2015-08-31,141.26
2015-09-01,136.28
2015-09-02,138.55
2015-09-03,140.20
2015-09-04,137.26
2015-09-08,140.63
2015-09-09,138.55
2015-09-10,139.64
2015-09-11,140.76
2015-09-14,139.12
2015-09-15,140.92
2015-09-16,141.76
2015-09-17,141.50
2015-09-18,138.03
2015-09-21,139.91
2015-09-22,137.95
2015-09-23,137.22
2015-09-24,137.94
2015-09-25,138.90
2015-09-28,136.13
2015-09-29,136.08
2015-09-30,138.47
2015-10-01,137.15
2015-10-02,138.10
2015-10-05,142.36
2015-10-06,142.11
2015-10-07,143.36
2015-10-08,145.45
2015-10-09,145.56
2015-10-12,144.36
2015-10-13,142.91
2015-10-14,143.28
2015-10-15,143.36
2015-10-16,143.65
2015-10-19,142.53
2015-10-20,134.33
2015-10-21,134.60
2015-10-22,137.63
2015-10-23,138.19
2015-10-26,137.22
2015-10-27,131.68
2015-10-28,134.52
2015-10-29,134.25
2015-10-30,133.80
2015-11-02,134.08
2015-11-03,135.52
2015-11-04,135.28
2015-11-05,133.62
2015-11-06,132.05
2015-11-09,129.24
2015-11-10,129.40
2015-11-11,128.97
2015-11-12,127.08
2015-11-13,125.84
2015-11-16,127.71
2015-11-17,127.82
2015-11-18,129.73
2015-11-19,130.61
2015-11-20,132.29
2015-11-23,132.25
2015-11-24,132.39
2015-11-25,131.81
2015-11-27,132.25
2015-11-30,133.17
2015-12-01,134.95
2015-12-02,133.44
2015-12-03,132.69
2015-12-04,134.13
2015-12-07,133.29
2015-12-08,131.86
2015-12-09,130.48
2015-12-10,130.65
2015-12-11,128.54
2015-12-14,129.84
2015-12-15,131.61
2015-12-16,133.04
2015-12-17,130.62
2015-12-18,128.85
2015-12-21,129.42
2015-12-22,131.75
2015-12-23,132.33
2015-12-24,132.05
2015-12-28,131.44
2015-12-29,133.51
2015-12-30,133.09
2015-12-31,131.45
2016-01-04,129.85
2016-01-05,129.76
2016-01-06,129.11
2016-01-07,126.90
2016-01-08,125.73
2016-01-11,127.26
2016-01-12,126.94
2016-01-13,125.29
2016-01-14,126.95
2016-01-15,124.20
2016-01-19,122.37
2016-01-20,116.40
2016-01-21,117.40
2016-01-22,117.01
2016-01-25,116.61
2016-01-26,117.09
2016-01-27,115.54
2016-01-28,116.74
2016-01-29,119.19
2016-02-01,119.23
2016-02-02,117.43
2016-02-03,119.13
2016-02-04,121.93
2016-02-05,122.81
2016-02-08,121.29
2016-02-09,118.51
2016-02-10,114.80
2016-02-11,112.57
2016-02-12,115.61
2016-02-16,117.24
2016-02-17,120.45
2016-02-18,126.51
2016-02-19,127.11
2016-02-22,127.77
2016-02-23,126.46
2016-02-24,126.85
2016-02-25,128.47
2016-02-26,126.11
2016-02-29,125.16
2016-03-01,128.35
2016-03-02,130.19
2016-03-03,131.62
2016-03-04,131.62
2016-03-07,133.87
2016-03-08,132.83
2016-03-09,134.11
2016-03-10,133.90
2016-03-11,135.98
2016-03-14,136.38
2016-03-15,136.55
2016-03-16,138.30
2016-03-17,140.45
2016-03-18,140.50
2016-03-21,141.97
2016-03-22,141.46
2016-03-23,138.88
2016-03-24,141.32
2016-03-28,141.75
2016-03-29,142.63
2016-03-30,141.76
2016-03-31,144.66
2016-04-01,145.68
2016-04-04,145.25
2016-04-05,143.27
2016-04-06,143.29
2016-04-07,141.60
2016-04-08,142.65
2016-04-11,142.56
2016-04-12,142.92
2016-04-13,144.45
2016-04-14,144.38
2016-04-15,144.92
2016-04-18,145.69
2016-04-19,137.54
2016-04-20,139.56
2016-04-21,142.61
2016-04-22,141.84
2016-04-25,142.14
2016-04-26,142.40
2016-04-27,143.72
2016-04-28,140.48
2016-04-29,139.40
2016-05-02,138.76
2016-05-03,137.67
2016-05-04,137.78
2016-05-05,139.90
2016-05-06,140.69
2016-05-09,140.73
2016-05-10,143.25
2016-05-11,142.27
2016-05-12,142.17
2016-05-13,141.10
2016-05-16,142.76
2016-05-17,141.36
2016-05-18,140.73
2016-05-19,138.43
2016-05-20,140.65
2016-05-23,140.19
2016-05-24,141.66
2016-05-25,144.89
2016-05-26,145.61
2016-05-27,145.99
2016-05-31,146.85
2016-06-01,145.67
2016-06-02,146.62
2016-06-03,146.04
2016-06-06,145.88
2016-06-07,146.46
2016-06-08,147.10
2016-06-09,146.54
2016-06-10,145.54
2016-06-13,144.50
2016-06-14,144.29
2016-06-15,143.92
2016-06-16,144.29
2016-06-17,145.18
2016-06-20,146.72
2016-06-21,147.14
2016-06-22,146.06
2016-06-23,148.38
2016-06-24,140.02
2016-06-27,137.07
2016-06-28,139.17
2016-06-29,141.80
2016-06-30,144.97
2016-07-01,145.52
2016-07-05,144.88
2016-07-06,145.54
2016-07-07,145.76
2016-07-08,147.53
2016-07-11,148.37
2016-07-12,150.00
2016-07-13,150.94
2016-07-14,153.09
2016-07-15,152.62
2016-07-18,152.69
2016-07-19,152.43
2016-07-20,154.13
2016-07-21,153.26
2016-07-22,154.80
2016-07-25,155.36
2016-07-26,154.85
2016-07-27,154.57
2016-07-28,154.13
2016-07-29,153.42
2016-08-01,154.21
2016-08-02,153.38
2016-08-03,153.47
2016-08-04,154.31
2016-08-05,156.17
2016-08-08,154.77
2016-08-09,154.52
2016-08-10,154.81
2016-08-11,156.20
2016-08-12,154.69
2016-08-15,154.62
2016-08-16,153.49
2016-08-17,153.25
2016-08-18,154.13
2016-08-19,152.86
2016-08-22,152.83
2016-08-23,153.07
2016-08-24,151.92
2016-08-25,151.52
2016-08-26,151.22
2016-08-29,152.56
2016-08-30,152.25
2016-08-31,151.76
2016-09-01,152.39
2016-09-02,152.40
2016-09-06,153.16
2016-09-07,154.39
2016-09-08,151.87
2016-09-09,148.71
2016-09-12,151.19
2016-09-13,148.82
2016-09-14,147.14
2016-09-15,148.68
2016-09-16,146.94
2016-09-19,147.93
2016-09-20,147.53
2016-09-21,148.56
2016-09-22,149.11
2016-09-23,148.03
2016-09-26,147.08
2016-09-27,149.74
2016-09-28,151.19
2016-09-29,151.02
2016-09-30,151.73
2016-10-03,150.54
2016-10-04,149.44
2016-10-05,150.04
2016-10-06,149.85
2016-10-07,148.69
2016-10-10,149.98
2016-10-11,147.85
2016-10-12,147.37
2016-10-13,146.83
2016-10-14,147.53
2016-10-17,147.83
2016-10-18,143.96
2016-10-19,144.48
2016-10-20,144.73
2016-10-21,142.92
2016-10-24,143.82
2016-10-25,144.12
2016-10-26,145.00
2016-10-27,146.47
2016-10-28,145.77
2016-10-31,146.80
2016-11-01,145.94
2016-11-02,145.14
2016-11-03,145.54
2016-11-04,145.60
2016-11-07,148.74
2016-11-08,148.21
2016-11-09,147.87
2016-11-10,153.04
2016-11-11,154.04
2016-11-14,151.12
2016-11-15,151.56
2016-11-16,152.15
2016-11-17,152.64
2016-11-18,153.20
2016-11-21,155.47
2016-11-22,155.38
2016-11-23,154.72
2016-11-25,155.83
2016-11-28,157.14
2016-11-29,156.20
2016-11-30,154.95
2016-12-01,152.65
2016-12-02,152.85
2016-12-05,152.67
2016-12-06,153.16
2016-12-07,157.40
2016-12-08,157.95
2016-12-09,159.05
2016-12-12,158.08
2016-12-13,160.74
2016-12-14,160.95
2016-12-15,160.49
2016-12-16,159.25
2016-12-19,159.21
2016-12-20,160.09
2016-12-21,159.83
2016-12-22,159.57
2016-12-23,159.24
2016-12-27,159.65
2016-12-28,158.74
2016-12-29,159.13
2016-12-30,158.55
2017-01-03,159.69
2017-01-04,161.67
2017-01-05,161.14
2017-01-06,161.93
2017-01-09,160.13
2017-01-10,158.10
2017-01-11,160.23
2017-01-12,160.42
2017-01-13,159.84
2017-01-17,160.36
2017-01-18,159.32
2017-01-19,159.33
2017-01-20,162.90
2017-01-23,163.36
2017-01-24,168.01
2017-01-25,170.30
2017-01-26,170.65
2017-01-27,169.35
2017-01-30,167.92
2017-01-31,166.70
2017-02-01,166.48
2017-02-02,166.75
2017-02-03,167.94
2017-02-06,167.98
2017-02-07,170.46
2017-02-08,168.27
2017-02-09,169.26
2017-02-10,170.67
2017-02-13,171.32
2017-02-14,172.05
2017-02-15,173.53
2017-02-16,173.30
2017-02-17,172.57
2017-02-21,172.18
2017-02-22,173.03
2017-02-23,173.51
2017-02-24,173.22
2017-02-27,171.36
2017-02-28,171.76
2017-03-01,173.79
2017-03-02,172.44
2017-03-03,171.98
2017-03-06,172.38
2017-03-07,172.29
2017-03-08,171.40
2017-03-09,169.24
2017-03-10,169.86
2017-03-13,168.55
2017-03-14,167.84
2017-03-15,167.93
2017-03-16,169.29
2017-03-17,167.77
2017-03-20,167.82
2017-03-21,166.08
2017-03-22,166.94
2017-03-23,166.98
2017-03-24,166.04
2017-03-27,165.98
2017-03-28,166.69
2017-03-29,166.14
2017-03-30,166.06
2017-03-31,166.33
2017-04-03,166.68
2017-04-04,166.70
2017-04-05,165.13
2017-04-06,164.72
2017-04-07,164.42
2017-04-10,163.52
2017-04-11,162.93
2017-04-12,163.01
2017-04-13,161.93
2017-04-17,163.43
2017-04-18,162.43
2017-04-19,154.44
2017-04-20,155.02
2017-04-21,153.19
2017-04-24,153.54
2017-04-25,153.20
2017-04-26,152.88
2017-04-27,153.13
2017-04-28,153.10
2017-05-01,151.72
2017-05-02,151.97
2017-05-03,151.52
2017-05-04,151.92
2017-05-05,148.10
2017-05-08,146.17
2017-05-09,145.29
2017-05-10,144.47
2017-05-11,143.90
2017-05-12,143.63
2017-05-15,144.72
2017-05-16,146.79
2017-05-17,144.16
2017-05-18,144.02
2017-05-19,145.17
2017-05-22,145.80
2017-05-23,145.21
2017-05-24,145.67
2017-05-25,146.33
2017-05-26,145.65
2017-05-30,144.93
2017-05-31,145.79
2017-06-01,145.82
2017-06-02,145.23
2017-06-05,145.58
2017-06-06,145.54
2017-06-07,144.21
2017-06-08,145.28
2017-06-09,147.19
2017-06-12,148.22
2017-06-13,147.33
2017-06-14,146.91
2017-06-15,147.31
2017-06-16,148.41
2017-06-19,147.90
2017-06-20,148.00
2017-06-21,146.89
2017-06-22,147.48
2017-06-23,147.20
2017-06-26,148.27
2017-06-27,147.81
2017-06-28,148.36
2017-06-29,147.22
2017-06-30,146.93
2017-07-03,148.60
2017-07-05,146.78
2017-07-06,145.53
2017-07-07,146.08
2017-07-10,146.54
2017-07-11,146.32
2017-07-12,146.81
2017-07-13,146.74
2017-07-14,147.32
2017-07-17,146.15
2017-07-18,147.10
2017-07-19,140.92
2017-07-20,141.04
2017-07-21,140.49
2017-07-24,139.44
2017-07-25,139.64
2017-07-26,138.84
2017-07-27,138.57
2017-07-28,137.82
2017-07-31,138.18
2017-08-01,138.79
2017-08-02,137.97
2017-08-03,138.44
2017-08-04,138.65
2017-08-07,137.04
2017-08-08,135.74
2017-08-09,135.41
2017-08-10,135.48
2017-08-11,135.48
2017-08-14,135.94
2017-08-15,135.70
2017-08-16,136.11
2017-08-17,134.39
2017-08-18,133.44
2017-08-21,134.04
2017-08-22,134.69
2017-08-23,135.77
2017-08-24,136.53
2017-08-25,137.30
2017-08-28,136.12
2017-08-29,136.72
2017-08-30,136.17
2017-08-31,136.62
2017-09-01,137.62
2017-09-05,136.63
2017-09-06,137.37
2017-09-07,136.49
2017-09-08,136.06
2017-09-11,138.37
2017-09-12,139.22
2017-09-13,139.44
2017-09-14,139.01
2017-09-15,138.33
2017-09-18,138.07
2017-09-19,137.92
2017-09-20,139.34
2017-09-21,138.75
2017-09-22,138.62
2017-09-25,139.33
2017-09-26,139.99
2017-09-27,139.13
2017-09-28,139.13
2017-09-29,138.58
2017-10-02,140.08
2017-10-03,140.20
2017-10-04,139.91
2017-10-05,140.14
2017-10-06,139.91
2017-10-09,140.78
2017-10-10,141.84
2017-10-11,141.00
2017-10-12,140.44
2017-10-13,140.50
2017-10-16,140.25
2017-10-17,139.97
2017-10-18,152.38
2017-10-19,153.69
2017-10-20,154.80
2017-10-23,152.40
2017-10-24,148.89
2017-10-25,146.62
2017-10-26,146.71
2017-10-27,146.79
2017-10-30,147.44
2017-10-31,147.15
2017-11-01,147.12
2017-11-02,146.47
2017-11-03,144.78
2017-11-06,144.08
2017-11-07,144.56
2017-11-08,144.77
2017-11-09,143.56
2017-11-10,142.47
2017-11-13,141.75
2017-11-14,142.21
2017-11-15,140.50
2017-11-16,142.43
2017-11-17,142.29
2017-11-20,143.76
2017-11-21,145.14
2017-11-22,144.97
2017-11-24,145.03
2017-11-27,145.17
2017-11-28,145.63
2017-11-29,146.67
2017-11-30,147.07
2017-12-01,147.82
2017-12-04,149.44
2017-12-05,148.38
2017-12-06,147.19
2017-12-07,146.68
2017-12-08,147.87
2017-12-11,148.44
2017-12-12,149.71
2017-12-13,147.01
2017-12-14,147.10
2017-12-15,145.66
2017-12-18,146.46
2017-12-19,146.36
2017-12-20,146.09
2017-12-21,144.71
2017-12-22,145.66
2017-12-26,145.98
2017-12-27,146.26
2017-12-28,147.13
2017-12-29,146.54
2018-01-02,147.33
2018-01-03,151.38
2018-01-04,154.45
2018-01-05,155.20
2018-01-08,156.14
2018-01-09,156.48
2018-01-10,156.82
2018-01-11,156.84
2018-01-12,155.83
2018-01-16,156.50
2018-01-17,161.09
2018-01-18,161.54
2018-01-19,155.09
2018-01-22,155.31
2018-01-23,158.80
2018-01-24,157.96
2018-01-25,158.05
2018-01-26,159.84
2018-01-29,159.32
2018-01-30,156.28
2018-01-31,156.36
2018-02-01,155.12
2018-02-02,151.90
2018-02-05,145.69
2018-02-06,148.38
2018-02-07,146.95
2018-02-08,140.97
2018-02-09,142.81
2018-02-12,144.61
2018-02-13,143.99
2018-02-14,147.82
2018-02-15,149.02
2018-02-16,149.18
2018-02-20,148.20
2018-02-21,147.06
2018-02-22,146.31
2018-02-23,148.55
2018-02-26,151.47
2018-02-27,149.53
2018-02-28,148.84
2018-03-01,146.91
2018-03-02,147.56
2018-03-05,149.91
2018-03-06,148.74
2018-03-07,151.22
2018-03-08,149.21
2018-03-09,152.17
2018-03-12,153.07
2018-03-13,152.18
2018-03-14,151.03
2018-03-15,152.45
2018-03-16,153.07
2018-03-19,150.30
2018-03-20,149.20
2018-03-21,149.66
2018-03-22,145.27
2018-03-23,142.21
2018-03-26,146.49
2018-03-27,145.10
2018-03-28,145.68
2018-03-29,146.55
2018-04-02,143.34
2018-04-03,143.13
2018-04-04,147.21
2018-04-05,147.12
2018-04-06,143.82
2018-04-09,145.84
2018-04-10,148.42
2018-04-11,148.39
2018-04-12,150.98
2018-04-13,149.68
2018-04-16,150.81
2018-04-17,153.70
2018-04-18,142.12
2018-04-19,141.08
2018-04-20,138.40
2018-04-23,139.32
2018-04-24,139.03
2018-04-25,139.40
2018-04-26,140.14
2018-04-27,139.91
2018-04-30,138.46
2018-05-01,138.50
2018-05-02,136.06
2018-05-03,135.62
2018-05-04,137.46
2018-05-07,136.80
2018-05-08,136.59
2018-05-09,136.22
2018-05-10,137.77
2018-05-11,137.68
2018-05-14,137.83
2018-05-15,137.30
2018-05-16,138.15
2018-05-17,138.02
2018-05-18,138.02
2018-05-21,138.97
2018-05-22,138.58
2018-05-23,138.18
2018-05-24,137.61
2018-05-25,137.20
2018-05-29,134.89
2018-05-30,136.23
2018-05-31,134.97
2018-06-01,135.59
2018-06-04,136.63
2018-06-05,137.26
2018-06-06,138.22
2018-06-07,138.84
2018-06-08,139.59
2018-06-11,140.01
2018-06-12,140.28
2018-06-13,139.79
2018-06-14,138.69
2018-06-15,138.87
2018-06-18,138.00
2018-06-19,137.45
2018-06-20,136.24
2018-06-21,134.92
2018-06-22,134.95
2018-06-25,132.57
2018-06-26,132.84
2018-06-27,131.32
2018-06-28,133.76
2018-06-29,133.44
2018-07-02,133.59
2018-07-03,133.31
2018-07-05,135.09
2018-07-06,136.09
2018-07-09,137.92
2018-07-10,138.22
2018-07-11,138.44
2018-07-12,139.88
2018-07-13,139.36
2018-07-16,138.94
2018-07-17,137.06
2018-07-18,138.04
2018-07-19,142.55
2018-07-20,139.79
2018-07-23,139.17
2018-07-24,139.82
2018-07-25,140.05
2018-07-26,140.13
2018-07-27,138.64
2018-07-30,138.97
2018-07-31,138.43
2018-08-01,137.07
2018-08-02,136.55
2018-08-03,141.08
2018-08-06,139.48
2018-08-07,140.42
2018-08-08,140.30
2018-08-09,138.28
2018-08-10,138.00
2018-08-13,136.31
2018-08-14,136.93
2018-08-15,137.46
2018-08-16,138.82
2018-08-17,139.51
2018-08-20,139.94
2018-08-21,139.43
2018-08-22,138.73
2018-08-23,138.85
2018-08-24,139.49
2018-08-27,140.11
2018-08-28,140.02
2018-08-29,140.92
2018-08-30,139.39
2018-08-31,139.91
2018-09-04,139.15
2018-09-05,140.08
2018-09-06,139.83
2018-09-07,138.93
2018-09-10,139.12
2018-09-11,139.92
2018-09-12,140.00
2018-09-13,142.27
2018-09-14,141.68
2018-09-17,141.31
2018-09-18,141.90
2018-09-19,142.38
2018-09-20,144.37
2018-09-21,144.56
2018-09-24,143.30
2018-09-25,142.23
2018-09-26,144.81
2018-09-27,144.71
2018-09-28,144.43
2018-10-01,146.14
2018-10-02,146.86
2018-10-03,146.35
2018-10-04,144.53
2018-10-05,142.35
2018-10-08,141.74
2018-10-09,140.64
2018-10-10,136.29
2018-10-11,132.79
2018-10-12,134.53
2018-10-15,134.80
2018-10-16,138.61
2018-10-17,128.04
2018-10-18,124.70
2018-10-19,123.31
2018-10-22,124.19
2018-10-23,125.33
2018-10-24,121.51
2018-10-25,120.78
2018-10-26,119.19
2018-10-29,114.28
2018-10-30,110.23
2018-10-31,110.25
2018-11-01,111.59
2018-11-02,110.48
2018-11-05,114.68
2018-11-06,117.60
2018-11-07,119.24
2018-11-08,117.85
2018-11-09,118.00
2018-11-12,115.48
2018-11-13,115.42
2018-11-14,114.81
2018-11-15,116.00
2018-11-16,116.12
2018-11-19,114.92
2018-11-20,111.95
2018-11-21,113.25
2018-11-23,111.94
2018-11-26,114.20
2018-11-27,114.65
2018-11-28,117.49
2018-11-29,116.03
2018-11-30,118.70
2018-12-03,119.69
2018-12-04,116.15
2018-12-06,118.35
2018-12-07,113.99
2018-12-10,115.70
2018-12-11,115.47
2018-12-12,115.73
2018-12-13,115.32
2018-12-14,114.52
2018-12-17,110.89
2018-12-18,111.42
2018-12-19,111.21
2018-12-20,107.95
2018-12-21,105.97
2018-12-24,102.75
2018-12-26,106.40
2018-12-27,108.68
2018-12-28,107.96
2018-12-31,108.57
2019-01-02,110.04
2019-01-03,107.85
2019-01-04,112.06
2019-01-07,112.85
2019-01-08,114.46
2019-01-09,115.28
2019-01-10,116.33
2019-01-11,116.01
2019-01-14,114.99
2019-01-15,116.27
2019-01-16,116.17
2019-01-17,116.71
2019-01-18,118.27
2019-01-22,117.03
2019-01-23,126.93
2019-01-24,126.59
2019-01-25,127.96
2019-01-28,128.25
2019-01-29,128.31
2019-01-30,128.35
2019-01-31,128.39
2019-02-01,128.09
2019-02-04,129.13
2019-02-05,129.47
2019-02-06,130.21
2019-02-07,127.22
2019-02-08,127.71
2019-02-11,127.98
2019-02-12,129.95
2019-02-13,131.35
2019-02-14,130.36
2019-02-15,131.84
2019-02-19,132.48
2019-02-20,131.81
2019-02-21,131.66
2019-02-22,133.01
2019-02-25,133.21
2019-02-26,133.46
2019-02-27,132.93
2019-02-28,131.94
2019-03-01,132.96
2019-03-04,132.22
2019-03-05,131.70
2019-03-06,130.84
2019-03-07,129.29
2019-03-08,129.03
2019-03-11,131.54
2019-03-12,132.08
2019-03-13,132.35
2019-03-14,132.57
2019-03-15,133.18
2019-03-18,133.92
2019-03-19,134.19
2019-03-20,133.34
2019-03-21,135.10
2019-03-22,133.20
2019-03-25,132.94
2019-03-26,133.93
2019-03-27,133.00
2019-03-28,133.65
2019-03-29,134.77
2019-04-01,136.88
2019-04-02,136.59
2019-04-03,137.19
2019-04-04,136.38
2019-04-05,136.86
2019-04-08,136.96
2019-04-09,135.74
2019-04-10,136.61
2019-04-11,137.33
2019-04-12,137.88
2019-04-15,137.45
2019-04-16,138.63
2019-04-17,132.87
2019-04-18,134.04
2019-04-22,132.66
2019-04-23,134.14
2019-04-24,133.68
2019-04-25,132.41
2019-04-26,133.19
2019-04-29,132.82
2019-04-30,133.98
2019-05-01,134.26
2019-05-02,133.33
2019-05-03,133.96
2019-05-06,134.09
2019-05-07,131.47
2019-05-08,131.81
2019-05-09,129.27
2019-05-10,129.25
2019-05-13,125.53
2019-05-14,127.33
2019-05-15,128.37
2019-05-16,129.79
2019-05-17,128.30
2019-05-20,129.06
2019-05-21,130.33
2019-05-22,130.24
2019-05-23,126.45
2019-05-24,126.35
2019-05-28,124.61
2019-05-29,123.88
2019-05-30,123.76
2019-05-31,121.30
2019-06-03,122.52
2019-06-04,126.74
2019-06-05,125.59
2019-06-06,126.29
2019-06-07,127.33
2019-06-10,128.70
2019-06-11,129.85
2019-06-12,128.82
2019-06-13,129.67
2019-06-14,129.09
2019-06-17,128.90
2019-06-18,130.27
2019-06-19,130.93
2019-06-20,132.62
2019-06-21,132.96
2019-06-24,133.10
2019-06-25,132.16
2019-06-26,132.31
2019-06-27,132.31
2019-06-28,131.72
2019-07-01,133.61
2019-07-02,133.93
2019-07-03,135.19
2019-07-05,135.04
2019-07-08,134.27
2019-07-09,133.08
2019-07-10,134.17
2019-07-11,134.91
2019-07-12,136.34
2019-07-15,136.89
2019-07-16,137.09
2019-07-17,136.66
2019-07-18,142.92
2019-07-19,142.97
2019-07-22,143.03
2019-07-23,143.64
2019-07-24,143.30
2019-07-25,143.65
2019-07-26,144.57
2019-07-29,144.12
2019-07-30,143.05
2019-07-31,141.59
2019-08-01,143.58
2019-08-02,140.65
2019-08-05,134.45
2019-08-06,134.42
2019-08-07,132.87
2019-08-08,133.82
2019-08-09,130.03
2019-08-12,127.68
2019-08-13,129.70
2019-08-14,125.37
2019-08-15,126.01
2019-08-16,127.76
2019-08-19,128.99
2019-08-20,127.04
2019-08-21,128.23
2019-08-22,128.30
2019-08-23,123.76
2019-08-26,124.16
2019-08-27,125.29
2019-08-28,126.81
2019-08-29,128.83
2019-08-30,129.45
2019-09-03,128.09
2019-09-04,130.21
2019-09-05,134.65
2019-09-06,134.27
2019-09-09,136.21
2019-09-10,138.55
2019-09-11,137.16
2019-09-12,137.18
2019-09-13,137.23
2019-09-16,136.09
2019-09-17,135.82
2019-09-18,135.84
2019-09-19,136.56
2019-09-20,135.52
2019-09-23,135.70
2019-09-24,135.33
2019-09-25,136.74
2019-09-26,137.11
2019-09-27,136.82
2019-09-30,138.90
2019-10-01,137.22
2019-10-02,135.34
2019-10-03,135.65
2019-10-04,136.58
2019-10-07,134.95
2019-10-08,132.18
2019-10-09,133.41
2019-10-10,134.80
2019-10-11,136.36
2019-10-14,135.67
2019-10-15,136.59
2019-10-16,135.74
2019-10-17,128.24
2019-10-18,128.08
2019-10-21,126.64
2019-10-22,127.95
2019-10-23,128.35
2019-10-24,128.06
2019-10-25,129.37
2019-10-28,129.87
2019-10-29,127.82
2019-10-30,129.19
2019-10-31,127.73
2019-11-01,129.45
2019-11-04,131.50
2019-11-05,131.71
2019-11-06,132.56
2019-11-07,131.52
2019-11-08,131.44
2019-11-11,129.40
2019-11-12,129.51
2019-11-13,128.45
2019-11-14,127.99
2019-11-15,128.37
2019-11-18,128.29
2019-11-19,128.49
2019-11-20,127.23
2019-11-21,127.84
2019-11-22,128.32
2019-11-25,129.87
2019-11-26,129.03
2019-11-27,127.77
2019-11-29,128.42
2019-12-02,126.95
2019-12-03,126.20
2019-12-04,126.07
2019-12-05,126.00
2019-12-06,127.25
2019-12-09,127.92
2019-12-10,127.91
2019-12-11,127.76
2019-12-12,129.25
2019-12-13,128.19
2019-12-16,128.12
2019-12-17,128.20
2019-12-18,128.38
2019-12-19,128.53
2019-12-20,129.51
2019-12-23,129.47
2019-12-24,128.93
2019-12-26,128.86
2019-12-27,129.21
2019-12-30,126.86
